long,lat,bio_1,bio_12
-77.63940993,-7.684416783,178,600
-77.59774326,-7.684416783,131,765
-77.55607659,-7.684416783,85,1047
-77.47274326,-7.684416783,79,1384
-77.38940993,-7.684416783,112,1432
-77.34774326,-7.684416783,99,1392
-77.3060766,-7.684416783,89,1582
-77.09774326,-7.684416783,177,1495
-76.63940993,-7.684416783,219,2214
-76.47274327,-7.684416783,252,1853
-76.26440993,-7.684416783,225,2343
-76.0560766,-7.684416783,228,2800
-75.6810766,-7.684416783,252,2284
-75.63940994,-7.684416783,256,2001
-75.51440994,-7.684416783,255,2412
-75.38940994,-7.684416783,258,2063
-75.26440994,-7.684416783,259,1934
-75.22274327,-7.684416783,259,1877
-75.0560766,-7.684416783,259,1753
-77.38940993,-7.726083449,88,1383
-77.34774326,-7.726083449,90,1326
-77.09774326,-7.726083449,193,1199
-77.01440993,-7.726083449,162,1761
-76.88940993,-7.726083449,198,1862
-76.8060766,-7.726083449,221,2153
-76.6810766,-7.726083449,235,1552
-76.47274327,-7.726083449,246,1912
-75.63940994,-7.726083449,257,2033
-75.5560766,-7.726083449,251,2483
-75.3060766,-7.726083449,259,1971
-75.26440994,-7.726083449,259,1958
-77.68107659,-7.767750116,166,853
-77.51440993,-7.767750116,70,1139
-77.3060766,-7.767750116,136,1147
-77.22274326,-7.767750116,146,1444
-77.1810766,-7.767750116,127,1688
-77.13940993,-7.767750116,160,1502
-77.09774326,-7.767750116,160,1475
-76.9310766,-7.767750116,201,1372
-76.59774326,-7.767750116,213,2518
-76.5560766,-7.767750116,229,2438
-76.47274327,-7.767750116,236,2178
-76.4310766,-7.767750116,214,2525
-76.3060766,-7.767750116,235,2032
-75.97274327,-7.767750116,231,3246
-75.59774327,-7.767750116,256,2003
-75.4310766,-7.767750116,257,2292
-75.3060766,-7.767750116,259,1972
-75.0560766,-7.767750116,259,1798
-77.55607659,-7.809416782,87,886
-77.51440993,-7.809416782,63,1148
-77.47274326,-7.809416782,70,1260
-77.34774326,-7.809416782,109,1350
-77.01440993,-7.809416782,160,1684
-76.97274326,-7.809416782,180,1660
-76.76440993,-7.809416782,238,1922
-76.5560766,-7.809416782,227,2485
-76.51440993,-7.809416782,233,2239
-76.47274327,-7.809416782,218,2393
-76.34774327,-7.809416782,231,2505
-76.13940993,-7.809416782,230,2582
-76.01440993,-7.809416782,223,3064
-75.84774327,-7.809416782,237,2809
-75.63940994,-7.809416782,258,2301
-75.59774327,-7.809416782,257,2033
-75.34774327,-7.809416782,259,2031
-77.63940993,-7.851083449,173,739
-77.55607659,-7.851083449,134,682
-77.51440993,-7.851083449,94,815
-77.13940993,-7.851083449,164,1062
-76.97274326,-7.851083449,173,1739
-76.84774326,-7.851083449,218,1740
-76.51440993,-7.851083449,217,2303
-76.47274327,-7.851083449,199,2624
-76.4310766,-7.851083449,185,3170
-76.34774327,-7.851083449,232,2541
-76.22274327,-7.851083449,223,2746
-76.09774327,-7.851083449,230,2527
-75.13940994,-7.851083449,258,1941
